referrer,expgender,exprace,compensation,age,sunkgroup,sunkDV,gainlossgroup,gainlossDV,exprace_baburao
15,,,,22,1,9,2,1,
15,,,,28,2,3,1,1,
15,,,,48,1,3,2,1,
15,,,,55,1,7,2,1,
15,,,,27,2,9,1,2,
15,,,,51,2,8,1,2,
15,,,,31,1,9,1,1,
15,,,,44,1,7,2,1,
15,,,,20,2,9,1,1,
15,,,,35,2,7,2,1,
15,,,,26,1,8,1,2,
15,,,,24,2,1,1,2,
15,,,,27,2,9,1,1,
15,,,,22,2,4,2,1,
15,,,,26,1,9,1,2,
15,,,,23,2,8,1,2,
15,,,,30,2,3,2,1,
15,,,,23,2,5,1,2,
15,,,,60,2,9,2,2,
15,,,,29,1,9,2,1,
15,,,,39,2,9,1,1,
15,,,,35,2,3,2,1,
15,,,,42,1,2,1,2,
15,,,,34,1,9,1,2,
15,,,,43,2,9,1,1,
15,,,,35,2,9,2,1,
15,,,,27,2,1,1,1,
15,,,,31,1,9,1,2,
15,,,,31,1,9,1,2,
15,,,,48,1,9,1,2,
15,,,,31,1,5,2,1,
15,,,,26,2,9,1,2,
15,,,,31,1,9,1,2,
15,,,,27,2,9,2,2,
15,,,,45,1,5,2,1,
15,,,,29,2,9,2,2,
15,,,,35,1,9,1,2,
15,,,,30,2,6,1,2,
15,,,,27,1,9,2,1,
15,,,,26,2,8,1,1,
15,,,,33,1,7,1,1,
15,,,,42,2,7,1,2,
15,,,,28,1,8,2,1,
15,,,,42,2,6,2,1,
15,,,,21,1,6,2,2,
15,,,,33,1,9,2,1,
15,,,,49,2,9,2,2,
15,,,,51,1,8,1,2,
15,,,,33,1,5,2,1,
15,,,,30,2,1,1,2,
15,,,,27,2,9,1,2,
15,,,,37,2,2,1,2,
15,,,,31,2,5,2,2,
15,,,,45,2,8,1,2,
15,,,,25,1,9,2,1,
15,,,,32,1,7,2,1,
15,,,,42,2,9,1,1,
15,,,,34,1,7,1,2,
15,,,,30,1,7,2,1,
15,,,,29,1,7,1,1,
15,,,,25,2,9,2,1,
15,,,,39,1,1,1,1,
15,,,,23,2,7,1,1,
15,,,,33,1,7,1,2,
15,,,,22,2,9,1,2,
15,,,,30,2,9,1,2,
15,,,,34,2,9,1,2,
15,,,,26,1,7,2,1,
15,,,,19,1,1,1,2,
15,,,,22,1,4,2,2,
15,,,,49,2,9,1,1,
15,,,,20,1,2,1,2,
15,,,,59,1,9,2,1,
15,,,,34,2,1,2,1,
15,,,,46,2,5,2,1,
15,,,,29,1,9,1,1,
15,,,,51,2,9,1,2,
15,,,,27,1,5,2,1,
15,,,,25,1,1,1,2,
15,,,,28,1,8,1,2,
15,,,,52,1,9,1,1,
15,,,,29,1,7,2,1,
15,,,,24,1,3,2,1,
15,,,,44,1,2,1,2,
15,,,,28,1,9,2,2,
15,,,,64,1,9,1,2,
15,,,,28,2,9,2,1,
15,,,,22,2,9,2,2,
15,,,,39,1,6,1,2,
15,,,,29,1,9,1,2,
15,,,,22,1,6,2,1,
15,,,,26,1,9,1,2,
15,,,,22,2,9,2,1,
15,,,,23,1,3,1,1,
15,,,,28,2,9,1,1,
15,,,,26,2,9,1,2,
15,,,,32,2,6,2,1,
15,,,,27,2,9,1,1,
15,,,,38,2,7,2,1,
15,,,,22,2,9,2,2,
15,,,,51,2,8,2,1,
15,,,,46,1,9,1,2,
15,,,,24,2,4,2,1,
15,,,,29,2,5,1,2,
15,,,,39,1,8,2,1,
15,,,,63,2,9,2,1,
15,,,,24,1,4,1,1,
15,,,,40,2,9,1,2,
15,,,,27,2,7,2,2,
15,,,,21,1,7,2,1,
15,,,,31,2,7,2,1,
15,,,,35,2,8,1,2,
15,,,,38,1,9,2,2,
15,,,,29,1,9,2,1,
15,,,,33,1,9,2,2,
15,,,,37,2,9,2,1,
15,,,,48,1,7,1,2,
15,,,,37,2,9,1,2,
15,,,,42,2,5,2,2,
15,,,,54,2,9,2,1,
15,,,,51,1,9,1,2,
15,,,,34,1,7,2,2,
15,,,,43,1,9,2,2,
15,,,,27,2,7,2,1,
15,,,,35,2,1,1,1,
15,,,,56,2,7,1,2,
15,,,,30,2,9,2,1,
15,,,,53,2,8,1,2,
15,,,,33,1,7,1,2,
15,,,,59,2,5,2,2,
15,,,,20,2,8,1,2,
15,,,,19,2,9,2,2,
15,,,,41,1,9,1,2,
15,,,,62,1,9,2,2,
15,,,,19,1,8,2,1,
15,,,,38,2,9,1,2,
15,,,,54,1,2,1,1,
15,,,,28,1,8,1,1,
15,,,,24,2,8,2,1,
15,,,,25,1,9,2,1,
15,,,,21,2,9,2,1,
15,,,,27,2,7,2,2,
15,,,,22,1,5,1,2,
15,,,,25,2,9,2,1,
15,,,,21,1,1,1,2,
15,,,,23,2,7,1,2,
15,,,,37,1,5,1,1,
15,,,,42,2,7,2,1,
15,,,,52,1,1,1,2,
15,,,,52,1,9,1,2,
15,,,,24,2,8,2,1,
15,,,,49,1,9,2,2,
15,,,,23,1,3,2,2,
15,,,,23,1,9,1,2,
15,,,,70,2,5,2,1,
15,,,,52,2,9,1,1,
15,,,,24,2,9,2,1,
15,,,,52,2,9,1,2,
15,,,,27,2,9,2,2,
15,,,,55,2,9,1,2,
15,,,,49,1,7,2,2,
15,,,,38,2,9,1,2,
15,,,,28,1,1,2,1,
15,,,,30,1,1,1,1,
15,,,,26,1,9,2,1,
15,,,,31,1,8,1,2,
15,,,,35,2,7,1,1,
15,,,,55,2,7,1,2,
15,,,,60,2,9,1,,
15,,,,38,2,3,1,2,
15,,,,31,2,9,1,2,
15,,,,31,2,8,1,2,
15,,,,28,2,9,2,1,
15,,,,65,2,1,1,1,
15,,,,24,2,5,1,2,
15,,,,26,1,9,2,1,
15,,,,25,2,9,2,1,
15,,,,37,2,7,1,2,
15,,,,25,2,9,2,1,
15,,,,23,2,6,1,2,
15,,,,49,1,9,1,1,
15,,,,23,2,9,2,1,
15,,,,47,2,9,1,2,
15,,,,62,2,4,1,2,
15,,,,20,1,5,1,2,
15,,,,37,1,8,2,2,
15,,,,33,1,4,1,2,
15,,,,24,1,8,1,2,
15,,,,54,2,1,2,1,
15,,,,26,2,9,2,2,
15,,,,19,1,1,1,2,
15,,,,29,2,9,2,2,
15,,,,23,2,8,1,2,
15,,,,24,2,9,2,2,
15,,,,36,2,5,1,2,
15,,,,25,1,7,2,1,
15,,,,19,2,9,2,2,
15,,,,45,2,3,1,2,
15,,,,53,2,1,2,1,
15,,,,21,2,9,1,2,
15,,,,33,1,9,1,2,
15,,,,53,2,1,1,1,
15,,,,46,1,6,1,2,
15,,,,55,1,6,1,1,
15,,,,21,1,1,2,1,
15,,,,27,2,7,1,1,
15,,,,47,2,9,2,,
15,,,,24,1,6,2,1,
15,,,,26,1,9,1,2,
15,,,,41,2,9,1,2,
15,,,,27,1,9,2,1,
15,,,,50,2,9,2,1,
15,,,,29,2,9,2,2,
15,,,,31,2,9,1,2,
15,,,,42,2,8,1,2,
15,,,,35,1,9,1,2,
15,,,,63,2,1,1,2,
15,,,,29,1,8,1,1,
15,,,,22,1,3,2,1,
15,,,,56,1,8,1,2,
15,,,,34,2,9,1,2,
15,,,,26,1,6,1,2,
15,,,,27,2,6,2,1,
15,,,,46,1,9,1,2,
15,,,,30,1,8,1,1,
15,,,,23,1,4,1,2,
15,,,,32,1,7,1,2,
15,,,,29,2,9,2,2,
15,,,,38,1,7,1,1,
15,,,,49,1,9,1,2,
15,,,,79,2,1,2,1,
15,,,,31,1,9,1,2,
15,,,,36,2,9,2,1,
15,,,,20,1,9,2,1,
15,,,,39,2,8,1,2,
15,,,,25,1,6,1,1,
15,,,,30,2,9,1,2,
15,,,,34,2,8,2,1,
15,,,,36,1,9,1,2,
15,,,,32,1,9,1,2,
15,,,,27,2,9,1,1,
15,,,,36,1,8,1,1,
15,,,,22,2,4,1,1,
15,,,,23,1,8,1,1,
15,,,,52,1,9,1,1,
15,,,,28,2,9,2,2,
15,,,,32,1,9,2,1,
15,,,,25,1,9,2,2,
15,,,,46,1,1,2,1,
15,,,,23,1,9,1,2,
15,,,,36,1,9,1,1,
15,,,,27,1,1,1,2,
15,,,,50,2,9,1,2,
15,,,,58,1,7,1,2,
15,,,,21,2,8,1,2,
15,,,,42,1,5,1,1,
15,,,,48,2,5,1,1,
15,,,,61,2,7,1,1,
15,,,,50,1,7,1,2,
15,,,,56,2,9,2,2,
15,,,,29,1,7,1,2,
15,,,,30,2,8,2,1,
15,,,,21,1,8,2,2,
15,,,,30,2,1,2,2,
15,,,,19,2,9,1,1,
15,,,,27,2,9,2,1,
15,,,,20,1,6,1,2,
15,,,,56,1,9,2,1,
15,,,,31,2,7,1,2,
15,,,,20,2,9,1,2,
15,,,,22,1,3,1,2,
15,,,,41,1,9,2,1,
15,,,,67,1,4,1,1,
15,,,,25,1,9,1,1,
15,,,,58,2,8,1,2,
15,,,,28,2,8,2,2,
15,,,,59,1,8,2,2,
15,,,,26,1,9,1,2,
15,,,,26,2,7,2,1,
15,,,,54,1,5,2,1,
15,,,,27,1,7,1,1,
15,,,,23,1,7,1,1,
15,,,,32,2,8,1,2,
15,,,,27,2,7,1,1,
15,,,,32,1,1,1,1,
15,,,,23,2,4,2,2,
15,,,,22,2,4,2,2,
15,,,,42,2,8,1,2,
15,,,,32,2,5,2,1,
15,,,,32,2,9,1,1,
15,,,,50,1,1,1,2,
15,,,,71,2,7,1,2,
15,,,,33,2,9,1,2,
15,,,,27,1,1,2,1,
15,,,,28,1,9,1,2,
15,,,,25,1,9,1,2,
15,,,,22,1,9,1,2,
15,,,,37,1,6,1,1,
15,,,,28,1,7,1,2,
15,,,,20,1,7,2,1,
15,,,,23,1,9,1,2,
15,,,,32,1,1,1,1,
15,,,,58,2,9,2,1,
15,,,,30,1,9,1,2,
15,,,,20,2,9,1,1,
15,,,,41,1,7,2,1,
15,,,,22,1,9,1,1,
15,,,,38,2,7,1,2,
15,,,,52,2,3,2,1,
15,,,,25,2,9,1,2,
15,,,,21,1,6,1,1,
15,,,,32,1,5,1,2,
15,,,,59,1,5,2,2,
15,,,,73,2,9,1,1,
15,,,,33,2,7,1,2,
15,,,,23,1,8,1,2,
15,,,,29,2,5,1,2,
15,,,,24,2,7,2,1,
15,,,,25,1,9,2,1,
15,,,,29,1,8,1,2,
15,,,,20,2,8,2,1,
15,,,,28,2,9,2,2,
15,,,,27,1,9,2,1,
15,,,,27,2,7,1,1,
15,,,,28,2,9,1,2,
15,,,,22,1,9,1,2,
15,,,,21,2,9,1,2,
15,,,,35,2,9,2,1,
15,,,,21,1,6,2,2,
15,,,,28,2,9,1,2,
15,,,,55,2,7,1,2,
15,,,,35,2,6,1,1,
15,,,,22,1,8,1,2,
15,,,,28,2,9,2,2,
15,,,,31,2,9,1,2,
15,,,,49,2,1,2,2,
15,,,,20,2,8,1,2,
15,,,,18,2,5,1,1,
15,,,,28,2,7,1,2,
15,,,,26,1,7,2,1,
15,,,,19,2,9,2,1,
15,,,,38,1,7,2,2,
15,,,,51,2,7,2,1,
15,,,,60,2,9,1,2,
15,,,,26,2,8,1,1,
15,,,,36,2,9,2,1,
15,,,,37,1,1,2,1,
15,,,,42,2,8,1,2,
15,,,,23,1,8,2,2,
15,,,,21,1,9,1,2,
15,,,,49,1,9,2,2,
15,,,,45,1,8,2,2,
15,,,,32,2,9,2,2,
15,,,,29,1,7,2,1,
16,2,8,1,22,1,9,1,2,8
16,2,8,1,21,1,9,1,1,8
16,2,8,1,20,1,4,2,1,8
16,2,8,1,21,2,7,1,2,8
16,2,8,1,23,1,3,2,1,8
16,2,8,1,22,2,8,2,2,8
16,2,8,1,23,2,9,2,2,8
16,2,8,1,20,1,9,2,2,8
16,2,8,1,21,1,9,2,1,8
16,2,8,1,21,1,6,1,1,8
16,2,8,1,20,2,9,1,2,8
16,2,8,1,20,2,9,2,1,8
16,2,8,1,20,1,9,1,2,8
16,2,8,1,22,2,9,1,2,8
16,2,8,1,21,2,7,1,1,8
16,2,8,1,37,1,7,1,1,8
16,2,8,1,20,1,7,2,1,8
16,2,8,1,20,2,6,1,2,8
16,2,8,1,22,2,9,2,2,8
16,2,8,1,21,2,9,2,2,8
16,2,8,1,20,2,1,2,1,8
16,2,8,1,20,1,6,1,2,8
16,2,8,1,20,2,9,2,2,8
16,2,8,1,22,2,8,1,2,8
16,2,8,1,21,2,8,2,1,8
16,2,8,1,21,1,7,1,2,8
16,2,8,1,21,1,1,2,1,8
16,2,8,1,22,1,2,1,1,8
16,2,8,1,21,1,9,2,2,8
16,2,8,1,20,2,9,2,1,8
16,2,8,1,21,1,9,2,1,8
16,2,8,1,21,1,3,1,1,8
16,2,8,1,23,2,7,2,1,8
16,2,8,1,20,2,9,2,1,8
16,2,8,1,20,1,9,1,1,8
16,2,8,1,21,2,9,1,1,8
16,2,8,1,23,2,6,2,1,8
16,2,8,1,21,2,7,1,2,8
16,2,8,1,20,1,6,2,1,8
16,2,8,1,21,1,7,1,2,8
16,2,8,1,22,2,9,2,2,8
16,2,8,1,19,1,5,2,1,8
16,2,8,1,39,2,9,1,2,8
16,2,8,1,24,1,4,1,2,8
16,2,8,1,20,2,9,2,1,8
16,2,8,1,21,1,8,2,1,8
16,2,8,1,19,1,8,1,2,8
16,2,8,1,21,2,8,1,2,8
16,2,8,1,20,1,9,2,2,8
16,2,8,1,20,1,1,2,1,8
16,2,8,1,20,2,9,1,2,8
16,2,8,1,21,1,9,2,1,8
16,2,8,1,26,1,9,1,2,8
16,2,8,1,20,1,9,2,1,8
16,2,8,1,21,1,7,2,2,8
16,2,8,1,21,1,4,1,2,8
16,2,8,1,21,1,6,1,1,8
16,2,8,1,20,1,7,1,2,8
16,2,8,1,21,1,9,2,2,8
16,2,8,1,22,1,8,2,1,8
16,2,8,1,20,2,9,1,2,8
16,2,8,1,22,1,4,2,1,8
16,2,8,1,21,1,5,1,1,8
16,2,8,1,20,1,9,1,2,8
16,2,8,1,21,1,9,1,2,8
16,2,8,1,21,1,6,1,2,8
16,2,8,1,20,1,8,1,2,8
16,2,8,1,25,2,5,2,1,8
16,2,8,1,21,2,9,2,2,8
16,2,8,1,20,2,9,1,1,8
16,2,8,1,19,1,8,1,,8
16,2,8,1,20,1,8,1,2,8
16,2,8,1,20,2,9,1,2,8
16,2,8,1,20,2,9,2,2,8
16,2,8,1,21,2,9,1,1,8
16,2,8,1,21,1,5,2,1,8
16,2,8,1,20,1,9,2,1,8
16,2,8,1,22,2,7,2,2,8
16,2,8,1,20,1,9,2,2,8
16,2,8,1,40,2,7,1,1,8
16,2,8,1,23,1,9,2,1,8
16,2,8,1,20,1,3,1,1,8
16,2,8,1,20,1,5,2,1,8
16,2,8,1,21,2,9,2,2,8
16,2,8,1,28,1,7,1,1,8
16,2,8,1,20,2,9,2,1,8
16,2,8,1,20,2,5,1,2,8
16,2,8,1,22,2,7,1,2,8
16,2,8,1,22,2,5,2,2,8
16,2,8,1,22,2,5,1,1,8
16,2,8,1,20,2,7,1,2,8
16,2,8,1,21,1,9,1,2,8
16,2,8,1,20,1,9,1,2,8
16,2,8,1,20,2,7,1,2,8
16,2,8,1,20,1,9,2,1,8
16,2,8,1,21,1,1,2,2,8
16,2,8,1,20,2,9,2,1,8
16,2,8,1,19,1,9,1,2,8
16,2,8,1,22,2,9,2,1,8
16,2,8,1,20,2,9,1,2,8
16,2,8,1,22,1,8,2,1,8
16,2,8,1,20,1,7,2,1,8
16,2,8,1,19,2,7,1,2,8
16,2,8,1,20,2,6,1,2,8
16,2,8,1,20,1,4,1,1,8
16,2,8,1,21,1,9,2,2,8
16,2,8,1,22,1,6,1,2,8
17,2,6,1,20,1,4,2,1,6
17,2,6,1,22,2,9,2,1,6
17,2,6,1,20,2,9,1,1,6
17,2,6,1,21,1,9,2,1,6
17,2,6,1,22,1,9,1,2,6
17,2,6,1,,2,9,1,2,6
17,2,6,1,19,2,8,2,1,6
17,2,6,1,20,2,9,1,1,6
17,2,8,1,18,1,8,1,1,8
17,2,8,1,21,1,1,1,1,8
17,2,8,1,19,2,9,1,1,8
17,2,6,1,20,2,9,1,2,6
17,2,6,1,19,2,9,1,2,6
17,2,6,1,18,1,9,2,1,6
17,2,6,1,20,1,1,2,1,6
17,2,8,1,20,2,9,1,1,8
17,2,6,1,21,1,7,2,1,6
17,2,8,1,19,1,9,1,2,8
17,2,8,1,20,1,7,2,2,8
17,2,6,1,22,1,8,2,1,6
17,2,6,1,20,1,6,2,1,6
17,2,6,1,21,1,8,1,2,6
17,2,6,1,21,1,9,2,1,6
17,2,6,2,20,1,1,1,1,6
17,2,6,2,20,2,9,1,1,6
17,2,6,2,19,1,9,2,1,6
17,2,6,5,21,1,8,1,2,6
17,2,6,2,20,1,9,2,1,6
17,2,6,1,18,1,9,1,1,6
17,2,6,1,19,1,6,1,2,6
17,2,6,1,19,1,8,2,1,6
17,2,6,1,18,1,7,2,2,6
17,2,6,1,21,2,9,1,1,6
17,2,6,1,22,2,8,2,1,6
17,2,8,1,19,1,2,1,1,8
17,2,8,1,20,2,9,2,1,8
17,2,8,1,19,1,9,2,1,8
17,2,8,1,21,1,9,1,1,8
17,2,6,1,18,1,9,2,1,6
17,2,6,1,17,1,9,1,1,6
17,2,6,1,21,1,4,2,2,6
17,2,6,1,21,2,8,1,1,6
17,2,6,2,18,2,9,2,2,6
17,2,6,1,18,1,9,2,2,6
17,2,6,1,18,2,7,2,1,6
17,,,,,2,,2,,
17,2,7,1,20,2,9,2,1,7
17,2,8,2,21,2,7,2,2,8
17,2,8,1,19,1,9,1,2,8
17,2,6,1,20,1,1,1,1,6
17,2,6,2,21,2,9,2,2,6
17,2,6,2,21,1,1,1,1,6
17,2,6,1,20,2,9,2,2,6
17,2,6,2,19,1,4,2,1,6
17,2,6,2,19,1,9,1,1,6
17,2,6,2,20,1,6,2,1,6
17,2,6,2,19,1,1,2,1,6
17,2,6,2,19,1,6,1,2,6
17,2,6,2,21,2,9,2,1,6
17,2,6,2,20,1,9,1,2,6
17,2,6,2,20,1,6,2,2,6
17,2,6,2,21,2,9,2,2,6
17,2,6,5,19,1,8,1,2,6
17,2,6,1,21,2,9,1,2,6
17,2,6,1,19,2,9,2,1,6
17,2,6,1,19,1,1,1,2,6
17,2,6,2,19,2,9,2,2,6
17,2,6,1,20,2,7,2,1,6
17,2,6,2,20,1,8,1,2,6
17,2,6,1,18,1,6,2,2,6
17,2,6,1,20,2,9,2,1,6
17,2,6,1,21,1,8,2,2,6
17,2,6,2,20,2,1,1,2,6
17,2,6,1,18,2,9,2,1,6
17,2,6,2,21,2,9,1,2,6
17,2,6,1,20,2,9,2,2,6
17,2,6,2,22,2,9,1,,6
17,2,6,2,20,2,9,1,1,6
17,2,6,2,20,1,9,1,1,6
17,2,6,2,21,2,7,1,2,6
17,2,6,1,21,2,9,2,2,6
17,2,6,2,21,2,9,2,1,6
17,2,6,1,20,1,7,2,2,6
17,2,6,2,19,2,9,1,1,6
17,2,6,2,25,2,9,2,,6
17,2,6,1,19,2,9,2,1,6
17,2,8,1,19,2,9,2,1,8
17,2,6,1,21,2,8,2,2,6
17,2,6,2,22,2,9,1,1,6
17,2,6,1,20,1,6,2,1,6
17,2,6,2,20,1,6,2,1,6
17,2,6,2,23,1,9,1,1,6
17,2,6,2,19,1,9,1,2,6
17,2,6,2,20,2,9,2,1,6
17,2,6,2,21,2,8,2,1,6
17,2,6,1,20,1,7,1,1,6
17,2,6,1,21,1,7,1,2,6
17,2,6,1,21,2,9,1,2,6
17,2,6,1,21,2,9,2,2,6
17,2,8,2,22,2,9,2,1,8
17,2,8,1,19,1,6,1,2,8
17,2,6,2,21,1,9,2,1,6
17,2,6,1,19,1,9,2,1,6
17,2,6,2,20,2,1,2,2,6
17,2,6,1,21,1,9,1,1,6
17,2,6,2,20,1,5,2,1,6
17,2,6,2,20,1,9,2,2,6
17,2,6,2,20,2,9,2,1,6
17,2,6,2,20,1,9,1,1,6
17,2,6,1,22,1,6,1,1,6
17,2,6,1,21,1,9,1,2,6
17,2,6,2,20,1,8,2,1,6
17,2,6,2,20,1,9,1,2,6
17,2,6,1,21,2,9,2,1,6
17,2,6,2,18,2,9,2,1,6
17,2,6,2,19,1,8,2,2,6
17,2,6,2,21,2,9,2,1,6
17,2,6,2,22,1,8,2,1,6
17,2,6,1,20,2,7,1,1,6
17,2,6,1,21,2,7,1,2,6
17,2,6,1,20,1,4,1,1,6
17,2,6,2,20,2,7,1,1,6
17,2,6,2,19,2,9,2,2,6
18,,,,33,2,9,2,2,
18,,,,24,2,7,1,1,
18,,,,52,1,9,2,2,
18,,,,44,1,9,1,2,
18,,,,51,1,9,2,1,
18,,,,31,1,9,2,2,
18,,,,35,1,7,1,1,
18,,,,48,1,7,1,2,
18,,,,25,1,8,1,1,
18,,,,45,1,7,2,2,
18,,,,29,1,7,1,2,
18,,,,66,2,9,2,1,
18,,,,60,1,1,2,2,
18,,,,18,1,9,2,1,
18,,,,33,1,9,2,1,
18,,,,17,2,9,2,1,
18,,,,32,1,9,2,1,
18,,,,44,2,9,2,2,
18,,,,22,1,9,1,2,
18,,,,36,1,6,2,1,
18,,,,55,2,7,2,2,
18,,,,50,2,9,1,1,
18,,,,37,2,9,1,2,
18,,,,35,1,9,1,1,
18,,,,69,2,9,1,2,
18,,,,30,2,7,1,2,
18,,,,20,1,9,2,1,
18,,,,49,2,8,1,2,
18,,,,21,2,9,1,1,
18,,,,68,1,1,1,1,
18,,,,35,1,5,1,2,
18,,,,30,1,8,2,1,
18,,,,32,2,9,1,2,
18,,,,57,1,9,1,2,
18,,,,38,1,1,1,2,
18,,,,40,1,9,2,2,
18,,,,55,2,7,2,2,
18,,,,46,1,5,1,2,
18,,,,38,2,8,2,1,
18,,,,29,1,7,2,2,
18,,,,31,1,9,1,2,
18,,,,16,1,7,2,2,
18,,,,22,2,9,1,2,
18,,,,48,1,7,1,2,
18,,,,22,1,9,1,2,
18,,,,28,1,9,2,2,
18,,,,52,1,5,1,2,
18,,,,32,1,2,1,1,
18,,,,26,2,9,2,1,
18,,,,33,1,9,1,2,
18,,,,56,2,9,1,1,
18,,,,29,1,9,1,1,
18,,,,22,1,9,1,2,
18,,,,58,2,7,1,2,
18,,,,19,1,7,2,1,
18,,,,58,2,1,2,2,
18,,,,39,1,9,1,2,
18,,,,57,2,9,1,1,
18,,,,55,2,9,1,2,
18,,,,27,2,9,1,1,
18,,,,57,1,9,1,2,
18,,,,50,1,7,1,2,
18,,,,26,2,9,2,1,
18,,,,63,2,9,2,1,
18,,,,28,2,9,1,1,
18,,,,60,1,1,1,1,
18,,,,38,1,9,1,2,
18,,,,50,2,9,2,2,
18,,,,55,1,9,2,2,
18,,,,49,2,9,2,1,
18,,,,60,2,,1,2,
18,,,,39,2,9,2,1,
18,,,,37,2,9,1,2,
18,,,,42,1,5,2,1,
18,,,,50,2,9,2,2,
18,,,,40,1,1,1,2,
18,,,,39,2,9,1,2,
18,,,,56,2,9,2,1,
18,,,,42,1,9,1,2,
18,,,,35,2,9,2,2,
18,,,,26,1,9,2,2,
18,,,,25,2,8,2,1,
18,,,,48,1,5,1,2,
18,,,,34,1,9,2,1,
18,,,,54,2,1,2,2,
18,,,,34,1,9,1,2,
18,,,,50,1,8,1,2,
18,,,,18,2,9,1,2,
18,,,,44,1,7,2,1,
18,,,,44,1,1,2,2,
18,,,,16,1,9,2,2,
18,,,,22,2,6,2,1,
18,,,,22,2,9,2,1,
18,,,,54,1,1,2,1,
18,,,,22,2,9,2,1,
18,,,,18,2,9,1,2,
18,,,,54,1,9,2,2,
18,,,,24,1,9,1,1,
18,,,,34,2,9,2,1,
18,,,,38,1,5,1,2,
18,,,,36,1,9,1,2,
18,,,,25,1,6,1,2,
18,,,,51,2,9,2,1,
18,,,,43,2,1,2,1,
18,,,,46,1,1,2,2,
18,,,,28,1,4,1,1,
18,,,,33,1,2,2,2,
18,,,,44,1,9,1,1,
18,,,,76,1,8,1,2,
18,,,,45,1,7,2,1,
18,,,,23,1,8,1,2,
18,,,,43,2,8,1,2,
18,,,,54,2,9,1,2,
18,,,,32,2,7,1,2,
18,,,,43,2,9,2,1,
18,,,,45,1,9,1,2,
18,,,,61,1,8,2,2,
18,,,,44,2,9,2,2,
18,,,,46,2,7,1,1,
18,,,,26,2,5,2,2,
18,,,,53,2,1,1,2,
18,,,,40,1,5,2,,
18,,,,25,2,9,1,2,
18,,,,32,1,9,1,1,
18,,,,34,2,9,1,2,
18,,,,20,1,8,1,2,
18,,,,32,2,3,2,2,
18,,,,53,1,9,2,1,
18,,,,60,2,9,1,2,
18,,,,56,1,1,1,2,
18,,,,52,2,7,2,2,
18,,,,19,1,9,2,2,
18,,,,23,1,9,1,1,
18,,,,60,2,9,2,1,
18,,,,41,1,1,1,,
18,,,,21,2,9,2,1,
18,,,,39,1,9,1,1,
18,,,,32,2,4,2,2,
18,,,,36,2,9,2,2,
18,,,,59,2,1,2,1,
18,,,,22,2,9,2,1,
18,,,,,2,7,1,1,
18,,,,53,2,9,2,2,
18,,,,29,1,5,1,2,
18,,,,55,1,5,1,2,
18,,,,37,2,9,2,1,
18,,,,38,2,7,1,2,
18,,,,61,1,1,1,2,
18,,,,35,1,9,2,1,
18,,,,33,2,9,1,2,
18,,,,36,1,9,2,2,
18,,,,43,1,5,2,1,
18,,,,24,1,6,1,2,
18,,,,38,1,9,2,2,
18,,,,70,1,9,2,2,
18,,,,67,2,5,1,2,
18,,,,42,2,9,2,1,
18,,,,64,2,9,1,2,
18,,,,55,1,3,2,1,
18,,,,28,2,9,1,2,
18,,,,22,1,9,1,2,
18,,,,67,1,8,1,2,
18,,,,24,1,7,2,2,
18,,,,32,1,7,2,1,
18,,,,32,1,7,1,2,
18,,,,42,1,9,1,2,
18,,,,17,2,9,2,1,
18,,,,14,2,9,1,,
18,,,,32,2,8,1,2,
18,,,,56,2,7,2,2,
18,,,,36,2,7,1,2,
18,,,,62,2,5,2,2,
18,,,,42,1,9,1,2,
18,,,,22,1,3,2,1,
18,,,,49,1,2,2,2,
18,,,,25,2,9,1,2,
18,,,,32,1,7,1,2,
18,,,,26,1,9,2,1,
18,,,,13,2,1,1,1,
18,,,,42,2,6,2,2,
18,,,,21,1,9,2,2,
18,,,,44,2,9,2,2,
18,,,,29,1,2,1,2,
18,,,,18,2,9,1,2,
18,,,,39,2,9,1,2,
18,,,,38,2,9,2,2,
18,,,,37,2,9,2,2,
18,,,,25,2,1,1,1,
18,,,,29,2,1,1,2,
18,,,,49,2,5,2,1,
18,,,,28,2,8,1,2,
18,,,,30,1,7,2,1,
18,,,,22,2,9,2,1,
18,,,,55,2,8,1,2,
18,,,,29,2,9,1,2,
18,,,,26,1,9,1,2,
18,,,,34,2,9,1,1,
18,,,,59,1,9,1,2,
18,,,,41,1,4,1,2,
18,,,,26,1,8,2,1,
18,,,,16,1,9,1,2,
18,,,,67,2,9,1,2,
18,,,,56,2,9,1,1,
18,,,,17,2,9,2,1,
18,,,,21,2,6,1,2,
18,,,,57,2,1,2,2,
18,,,,32,2,5,1,2,
18,,,,20,2,9,2,1,
18,,,,63,2,1,1,2,
18,,,,37,2,7,2,2,
18,,,,52,2,1,1,1,
18,,,,35,2,9,2,2,
18,,,,55,2,1,2,1,
18,,,,38,2,7,2,2,
18,,,,45,1,9,2,2,
18,,,,25,1,9,2,1,
18,,,,18,1,9,2,2,
18,,,,35,2,7,2,1,
18,,,,23,1,6,1,1,
18,,,,61,1,8,2,2,
18,,,,50,1,5,2,1,
18,,,,34,2,3,2,1,
18,,,,45,1,9,2,2,
18,,,,51,2,,1,2,
18,,,,29,1,8,1,1,
18,,,,49,2,1,1,2,
18,,,,61,2,9,2,2,
18,,,,44,1,6,1,2,
18,,,,52,1,9,2,2,
18,,,,32,2,9,2,1,
18,,,,34,2,9,2,2,
